"영화명","감독","제작사","수입사","배급사","개봉일","개봉월","국적","전국스크린수","전국관객수","장르","등급","배우1","배우2","배우3","별점","감독점수","제작사점수","수입사점수","배우1점수","배우2점수","배우3점수"
"나쁜놈은죽는다","손호","(주)케이알씨지,(유)조이앤시네마","","TCO(주)더콘텐츠온,(유)조이앤시네마","2016-02-04",2,"3국",138,14767,"코미디","15세이상관람가","손예진","진백림","신현준",3.21,14767,14767,1677501.34942085,2125356.6,14767,14767
"비밀은없다","이경미","(주)영화사거미,필름트레인","","씨제이이앤엠(주)","2016-06-23",6,"한국",502,250650,"스릴러","청소년관람불가","손예진","김주혁","",6.51,250650,536284,1677501.34942085,2125356.6,339608.666666667,957932.33604336
"덕혜옹주","허진호","(주)하이브미디어코프,(주)영화사호필름,(주)디씨지플러스","","롯데쇼핑㈜롯데엔터테인먼트","2016-08-03",8,"한국",964,5593551,"사극","12세이상관람가","손예진","박해일","",8.37,2945818.5,5593551,1677501.34942085,2125356.6,2598644,957932.33604336
"오싹한연애","황인호","상상필름(주)","","씨제이이앤엠(주)","2011-12-01",12,"한국",469,3001530,"공포(호러)","12세이상관람가","손예진","이민기","",8.54,1763906,1284070.25,1677501.34942085,2125356.6,3001530,957932.33604336
"슈퍼레이서엔지","허선","(주)크레이지버드스튜디오","","(주)에이원엔터테인먼트","2015-09-10",9,"한국",126,10612,"애니메이션","전체관람가","손무성","최대한","김재정",7.87,10612,10612,1677501.34942085,10612,10612,10612
"백투더비기닝","딘이스라엘리트","","롯데쇼핑㈜롯데엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","2015-02-26",2,"미국",423,266389,"SF","15세이상관람가","소피아블랙디엘리아","버지니아가드너","조니웨스턴",7.99,169442,762553.945321993,1287987.86956522,266389,266389,266389
"호텔아르테미스","드류피어스","","판씨네마(주)","판씨네마(주)","2018-07-18",7,"미국",466,77662,"액션","15세이상관람가","소피아부텔라","데이브바티스타","스털링K.브라운",6.87,77662,762553.945321993,625486.15,77662,77662,77662
"회사원","임상윤","영화사심미안(주),(주)쇼박스,(주)51k","","(주)쇼박스","2012-10-11",10,"한국",549,1110523,"액션","청소년관람불가","소지섭","이미연","",6.42,1110523,1110523,1677501.34942085,1580153.66666667,1110523,957932.33604336
"지금만나러갑니다","이장훈","(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스","","롯데쇼핑㈜롯데엔터테인먼트","2018-03-14",3,"한국",1163,2602316,"멜로/로맨스","12세이상관람가","소지섭","손예진","",8.73,2602316,2602316,1677501.34942085,1580153.66666667,5476696,957932.33604336
"오직그대만","송일곤","(주)51k,(주)에이치비엔터테인먼트","","(주)쇼박스","2011-10-20",10,"한국",435,1027622,"멜로/로맨스","15세이상관람가","소지섭","한효주","",9.12,1027622,1027622,1677501.34942085,1580153.66666667,1454158.33333333,957932.33604336
"속닥속닥","최상훈","(주)파이브데이","","(주)그노스","2018-07-13",7,"한국",314,217430,"공포(호러)","15세이상관람가","소주연","김민규","",5.16,217430,217430,1677501.34942085,217430,217430,957932.33604336
"터닝메카드W:반다인의비밀특별판","홍헌표","㈜희원엔터테인먼트","","(주)제이앤씨미디어그룹,(주)아컴스튜디오","2018-02-08",2,"한국",168,21947,"애니메이션","전체관람가","소연","윤미나","이현진",6.41,21947,21947,1677501.34942085,21947,21947,173831.333333333
"그린호넷","미셸공드리","","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2011-01-27",1,"미국",316,195933,"드라마","15세이상관람가","세스로건","주걸륜","크리스토프왈츠",6.67,195933,762553.945321993,1153290.7804878,195933,195933,369965.333333333
"어바웃리키","조나단드미","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2015-09-03",9,"미국",123,15867,"드라마","15세이상관람가","세바스찬스탠","메릴스트립","케빈클라인",7.92,15867,762553.945321993,778770.556521739,15867,15867,15867
"스킵트레이스:합동수사","레니할린","","(주)미디어로그","(주)영화사빅","2016-08-31",8,"3국",244,22350,"액션","15세이상관람가","성룡","판빙빙","조니녹스빌",6.54,121838.5,762553.945321993,349169.5,153848.666666667,33812.5,44524
"더포리너","마틴캠벨","","(주)더블앤조이픽쳐스,케이티하이텔(주)","(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온","2018-02-07",2,"3국",156,40882,"액션","15세이상관람가","성룡","피어스브로스넌","",7.67,151618,762553.945321993,40882,153848.666666667,654963,957932.33604336
"차이니즈조디악","성룡","","(유)조이앤컨텐츠그룹","롯데쇼핑㈜롯데엔터테인먼트","2013-02-27",2,"3국",300,315305,"액션","12세이상관람가","성룡","권상우","",7.82,315305,762553.945321993,141668.448275862,153848.666666667,1850505.5,957932.33604336
"폴리스스토리2014","딩성","","(주)드림웨스트픽쳐스","유니버설픽쳐스인터내셔널코리아(유)","2014-01-29",1,"3국",251,153591,"액션","15세이상관람가","성룡","유엽","경첨",8.01,153591,762553.945321993,82066.6666666667,153848.666666667,153591,153591
"베스트키드","해럴드즈워트","콜럼비아픽쳐스필름프로덕션","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2010-06-10",6,"미국",259,292529,"가족","12세이상관람가","성룡","제이든스미스","",8.04,431801.5,292529,1153290.7804878,153848.666666667,415224.5,957932.33604336
"미스터고","김용화","(주)덱스터필름,(주)광대무변,(주)컨텐츠아이","","(주)쇼박스","2013-07-17",7,"한국",840,1328890,"코미디","12세이상관람가","성동일","서교","",7.76,7869910.5,1328890,1677501.34942085,689543,1328890,957932.33604336
"소원","이준익","필름모멘텀","","롯데쇼핑㈜롯데엔터테인먼트","2013-10-02",10,"한국",641,2663170,"드라마","12세이상관람가","설경구","엄지원","이레",9.32,2290885.71428571,2399392,1677501.34942085,2438570.4,1060907.2,2663170
"해결사","권혁재","(주)외유내강","","(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브","2010-09-09",9,"한국",524,1873327,"액션","15세이상관람가","설경구","이정진","오달수",5.2,1873327,1873327,1677501.34942085,2438570.4,1425398.5,5454382.71428571
"불한당:나쁜놈들의세상","변성현","씨제이이앤엠(주),(주)바른손","","씨제이이앤엠(주)","2017-05-17",5,"한국",860,951797,"범죄","청소년관람불가","설경구","임시완","",6.11,1387456.5,951797,1677501.34942085,2438570.4,951797,957932.33604336
"서부전선","천성일","(주)하리마오픽쳐스","","롯데쇼핑㈜롯데엔터테인먼트","2015-09-24",9,"한국",509,609063,"전쟁","12세이상관람가","설경구","여진구","",6.37,609063,2454172,1677501.34942085,2438570.4,852545.4,957932.33604336
"나의독재자","이해준","반짝반짝영화사(주)","","롯데쇼핑㈜롯데엔터테인먼트","2014-10-30",10,"한국",654,385934,"드라마","15세이상관람가","설경구","박해일","",7.43,385934,520170.5,1677501.34942085,2438570.4,2598644,957932.33604336
"용서는없다","김형준","㈜더드림앤드픽쳐스,(주)시네마서비스","","(주)시네마서비스","2010-01-07",1,"한국",334,1144238,"범죄","청소년관람불가","설경구","류승범","한혜진",7.62,1195211.5,1144238,1677501.34942085,2438570.4,1983084.25,1144238
"살인자의기억법","원신연","(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사이창","","(주)쇼박스","2017-09-06",9,"한국",1064,2656694,"범죄","15세이상관람가","설경구","김남길","설현",7.71,3393971,2656694,1677501.34942085,2438570.4,1535660,2656694
"타워","김지훈","씨제이이앤엠(주),(주)더타워픽쳐스","","씨제이이앤엠(주)","2012-12-25",12,"한국",617,5181014,"드라마","12세이상관람가","설경구","손예진","김상경",8,3706596.5,5181014,1677501.34942085,2438570.4,5476696,5181014
"스파이","이승준","(주)제이케이필름,씨제이이앤엠(주)","","씨제이이앤엠(주)","2013-09-05",9,"한국",785,3423920,"액션","15세이상관람가","설경구","문소리","다니엘헤니",8.78,3423920,5083731.5,1677501.34942085,2438570.4,2098958,3423920
"번개맨과신비의섬","김지열","힘컨텐츠(주),한국교육방송공사EBS","","힘컨텐츠(주),(주)디스테이션","2018-04-05",4,"한국",191,59923,"가족","전체관람가","서홍석","홍민아","유수호",9.42,59923,59923,1677501.34942085,59923,59923,59923
"노브레싱","조용선","(주)영화사수작,(주)팝콘에프앤엠,(주)더샘컴퍼니","","(주)나이너스엔터테인먼트","2013-10-30",10,"한국",584,451669,"드라마","15세이상관람가","서인국","이종석","유리",7.58,451669,451669,1677501.34942085,451669,1063854.5,451669
"하드코어헨리","일리야나이슐러","","㈜코리아스크린","㈜코리아스크린,와이드릴리즈(주)","2016-05-19",5,"미국",239,46373,"액션","청소년관람불가","샬토코플리","헤일리베넷","팀로스",7.19,46373,762553.945321993,187416.944444444,46373,46373,29419
"월스트리트:머니네버슬립스","올리버스톤","에드워드알프레스만필름코포레이션","이십세기폭스코리아(주)","이십세기폭스코리아(주)","2010-10-21",10,"미국",286,245343,"드라마","12세이상관람가","샤이아라보프","마이클더글라스","캐리멀리건",6.18,132529.5,245343,1276741.5375,2697752.66666667,207240.5,245343
"트랜스포머3","마이클베이","","씨제이이앤엠(주)","씨제이이앤엠(주)","2011-06-29",6,"미국",1409,7784807,"액션","12세이상관람가","샤이아라보프","로지헌팅턴휘틀리","조쉬더하멜",7.07,3960009,762553.945321993,1018967.20634921,2697752.66666667,7784807,2641323
"로우리스:나쁜영웅들","존힐코트","","(주)부메랑모션픽쳐스,(주)드림웨스트픽쳐스","씨너스엔터테인먼트(주)","2012-10-18",10,"미국",275,63108,"액션","청소년관람불가","샤이아라보프","톰하디","게리올드만",7.86,95485.6666666667,762553.945321993,63108,2697752.66666667,1035144,1865187.25
"스노우화이트앤더헌츠맨","루퍼트샌더스","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2012-05-30",5,"미국",447,636631,"액션","12세이상관람가","샤를리즈테론","크리스틴스튜어트","크리스헴스워스",7.43,700351.5,762553.945321993,778770.556521739,286024.666666667,636631,3855749
"아토믹블론드","데이빗레이치","","(주)메인타이틀픽쳐스","씨네그루(주)키다리이엔티","2017-08-30",8,"미국",471,155368,"액션","청소년관람불가","샤를리즈테론","제임스맥어보이","소피아부텔라",7.88,1970002,762553.945321993,140466.25,286024.666666667,155368,155368
"스텝업3D","존추","오프스프링","(주)나이너스엔터테인먼트","(주)화앤담이엔티","2010-08-05",8,"미국",253,682712,"드라마","12세이상관람가","샤니빈슨","릭말람브리","애덤G.세바니",9.14,1879580.66666667,682712,379976.333333333,682712,682712,682712
"타이탄의분노","조나단리브스만","","워너브러더스코리아(주)","워너브러더스코리아(주)","2012-03-29",3,"미국",535,893027,"액션","12세이상관람가","샘워싱턴","리암니슨","랄프파인즈",6.84,867076.333333333,762553.945321993,1399135.08641975,1058189.75,1214563.6,1242431.66666667
"언피니시드","존매든","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2011-10-06",10,"미국",159,62383,"드라마","15세이상관람가","샘워싱턴","시아란힌즈","헬렌미렌",7.12,62383,762553.945321993,778770.556521739,1058189.75,89785.5,62383
"맨온렛지","애스게르레스","","(유)조이앤컨텐츠그룹","롯데쇼핑㈜롯데엔터테인먼트","2012-02-22",2,"미국",408,591841,"범죄","15세이상관람가","샘워싱턴","엘리자베스뱅크스","제이미벨",7.27,591841,762553.945321993,141668.448275862,1058189.75,591841,702932
"보루토-나루토더무비","야마시타히로유키","","애니박스엔터테인먼트","와이드릴리즈(주)","2015-12-10",12,"3국",219,64159,"애니메이션","12세이상관람가","산페이유우코","키쿠치코코로","다케우치준코",9.24,64159,762553.945321993,51895.1666666667,64159,64159,64159
"오션스8","게리로스","","워너브러더스코리아(주)","워너브러더스코리아(주)","2018-06-13",6,"미국",837,1335193,"액션","12세이상관람가","산드라블록","케이트블란쳇","앤해서웨이",7.73,970862,762553.945321993,1399135.08641975,2396072.33333333,1465883.5,1335193
"그래비티","알폰소쿠아론","","주식회사해리슨앤컴퍼니,워너브러더스코리아(주)","주식회사해리슨앤컴퍼니,워너브러더스코리아(주)","2013-10-17",10,"미국",636,3227452,"SF","12세이상관람가","산드라블록","조지클루니","",8.27,3227452,762553.945321993,3227452,2396072.33333333,1636070.5,957932.33604336
"주문은토끼입니까??~디어마이시스터~","하시모토히로유키","","(주)애니플러스","(주)애니플러스","2018-01-18",1,"3국",84,16655,"애니메이션","전체관람가","사쿠라아야네","미나세이노리","타네다리사",4.56,16655,762553.945321993,45651.7,16655,16655,16655
"골든슬럼버","나카무라요시히로","씨제이엔터테인먼트,Dub","씨제이엔터테인먼트","씨제이엔터테인먼트","2010-08-26",8,"3국",139,66224,"스릴러","12세이상관람가","사카이마사토","다케우치유코","",5.28,66224,66224,1034033.61538462,66224,66224,957932.33604336
"샤오린:최후의결전","진목승","","","(주)에스비에스콘텐츠허브","2011-08-25",8,"3국",182,45275,"드라마","15세이상관람가","사정봉","판빙빙","성룡",7.25,45275,762553.945321993,1677501.34942085,45275,33812.5,1838574.66666667
"꿀벌하치의대모험","아미노테츠로","","에이원엔터테인먼트","(주)박수엔터테인먼트,에이원엔터테인먼트","2011-01-13",1,"3국",141,79625,"애니메이션","전체관람가","사이토아야카","아야카윌슨","타나카나오키",8.54,58368.5,762553.945321993,33237,79625,79625,79625
"황당한외계인:폴","그렉모톨라","워킹타이틀필름","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2011-04-07",4,"미국",148,61808,"코미디","15세이상관람가","사이먼페그","닉프로스트","제이슨베이트먼",7.71,61808,61808,778770.556521739,61808,229720.5,61808
"주온:끝의시작","오치아이마사유키","","(주)엔케이컨텐츠","(주)넥스트엔터테인먼트월드(NEW)","2014-07-16",7,"3국",394,410644,"공포(호러)","15세이상관람가","사사키노조미","아오야기쇼","",6.34,235812.5,762553.945321993,119787.75,410644,410644,957932.33604336
"잠베지아:신비한나무섬의비밀","웨인쏜리","","블루미지","롯데쇼핑㈜롯데엔터테인먼트","2012-12-25",12,"3국",273,472692,"애니메이션","전체관람가","사무엘L.잭슨","아비게일브레스린","제프골드브럼",8.71,472692,762553.945321993,931252.428571429,1007781,472692,472692
"인크레더블2","브래드버드","","월트디즈니컴퍼니코리아유한책임회사","월트디즈니컴퍼니코리아유한책임회사","2018-07-18",7,"미국",1605,2539364,"애니메이션","전체관람가","사무엘L.잭슨","홀리헌터","크레이그T.넬슨",9.27,3460335.66666667,762553.945321993,3061112,1007781,2539364,2539364
"섹스앤더시티2","마이클패트릭킹","뉴라인시네마,HBO필름","워너브러더스코리아(주)","워너브러더스코리아(주)","2010-06-10",6,"미국",238,405580,"드라마","청소년관람불가","사라제시카파커","킴캐트럴","크리스틴데이비스",7.77,405580,405580,1399135.08641975,405580,405580,405580
"그것","안드레스무시에티","","워너브러더스코리아(주)","워너브러더스코리아(주)","2017-09-06",9,"미국",837,888386,"공포(호러)","15세이상관람가","빌스카스가드","제이든리버허","",6.97,888386,762553.945321993,1399135.08641975,888386,888386,957932.33604336
"스누피:더피너츠무비","스티브마티노","","이십세기폭스코리아(주)","이십세기폭스코리아(주)","2015-12-24",12,"미국",348,197238,"애니메이션","전체관람가","빌멜렌데즈","노아스납","",7.91,197238,762553.945321993,1276741.5375,197238,197238,957932.33604336
