,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국관객수,장르,등급,url,movie_star,배우
1224,보스 베이비,톰 맥그라스,,씨제이이앤엠(주),씨제이이앤엠(주),2017-05-03,미국,1116,2450023,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=보스 베이비%09&section=all&ie=utf8,8.67,  애니메이션  코미디  가족   미국 분     감독   톰 맥그라스 출연   알렉 볼드윈  배역명   보스 베이비 목소리영화명   보스 베이비   감독   톰 맥그라스
1225,캡틴 아메리카: 시빌 워,"안소니 루소,조 루소",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-04-27,미국,1991,8677249,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=캡틴 아메리카: 시빌 워%09&section=all&ie=utf8,8.67,  액션    스릴러   미국 분     감독   안소니 루소  조 루소 출연   로버트 다우니 주니어  크리스 에반스  스칼렛 요한슨
1226,국가대표 2,김종현,케이엠컬쳐㈜,,메가박스중앙(주)플러스엠,2016-08-10,한국,562,703024,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=국가대표 2%09&section=all&ie=utf8,8.67,  드라마   한국 분     감독   김종현 출연   수애  오달수  오연서   한국     감독   이상헌  이원호  유정우  김병일  김재욱  정선오 출연   김성주  이수근  배역명   국가대표 축구부 영화명   주유소 습격사건    감독   김상진
1227,부당거래,류승완,"필름트레인,(주)외유내강",,씨제이엔터테인먼트,2010-10-28,한국,502,2766436,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=부당거래%09&section=all&ie=utf8,8.67,  범죄  드라마   한국 분     감독   류승완 출연   황정민  류승범  유해진  천호진
1228,워리어,개빈 오코너,,(주)화앤담이엔티,(주)화앤담이엔티,2011-11-02,미국,142,20702,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=워리어%09&section=all&ie=utf8,8.68,  액션  드라마   미국 분     감독   게빈 오코너 출연   톰 하디  조엘 에저튼  제니퍼 모리슨  닉 놀테   액션  스릴러   미국 분     감독   월터 힐 출연   마이클 벡  제임스 레마  도시 라이트   애니메이션   일본 분     감독   사토 준이치  야마구치 스스무 출연   코자쿠라 에츠코  나카타 죠지  와타나베 쿠미코   액션  코미디   태국 분     감독   찰렘 웡핌 출연   댄 추퐁  레오 풋   액션   미국 분     감독   알레인 드스로처스 출연   맷 플레워  앰버 골드파브  토드 펜넬  남   출생년도    관련영화   호킹  캡드라이버역  영 비지터스  닥터스  남   출생년도    관련영화   파이어파워     관련영화   드리밍 인 컬러  감독촬영편집  배역명   워리어 영화명   맨드레이크   감독   트립 리드  배역명   빌리지 워리어영화명   액트 오브 밸러 최정예 특수부대   감독   마이크 맥코이  스캇 워프  배역명   아즈텍 워리어영화명   아즈텍 워리어   감독   스콧 샌더스  배역명   비스트 워리어영화명   맨드레이크   감독   트립 리드  배역명   영 로그 워리어영화명   더 이글   감독   케빈 맥도널드
1229,파이스토리 : 악당상어 소탕작전,"마크 A.Z. 디페,박태동",,데이지엔터테인먼트,(주)에스비에스콘텐츠허브,2013-01-10,미국,298,267373,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=파이스토리 : 악당상어 소탕작전%09&section=all&ie=utf8,8.68,  애니메이션  모험   미국  한국 분     감독   마크  디페  박태동 출연   드레이크 벨  앤디 딕
1230,페르시아의 왕자: 시간의 모래,마이크 뉴웰,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-05-27,미국,570,2003533,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=페르시아의 왕자: 시간의 모래%09&section=all&ie=utf8,8.68,  액션  모험  판타지  멜로로맨스   미국 분     감독   마이크 뉴웰 출연   제이크 질렌할  젬마 아터튼  벤 킹슬리
1231,극장판 빰바라빤쮸: 바나나 왕국의 비밀,벤피 네코,,(주)스마일이엔티,(주)스마일이엔티,2017-02-22,일본,140,10681,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 빰바라빤쮸: 바나나 왕국의 비밀%09&section=all&ie=utf8,8.68,  모험   일본 분     감독   벤비 네코 출연   김율  김채하  황원  사문영  윤세웅  장병관  이병용
1232,하이큐!! 콘셉트의 싸움,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2018-01-11,일본,97,24898,애니메이션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=하이큐!! 콘셉트의 싸움%09&section=all&ie=utf8,8.68,  애니메이션   일본 분     감독   미츠나카 스스무 출연   무라세 아유무
1233,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,하시모토 마사카즈,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-01-07,일본,350,202538,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격%09&section=all&ie=utf8,8.68,  애니메이션  코미디  모험   일본 분     감독   하시모토 마사카즈 출연   야지마 아키코  후지와라 케이지  나라하시 미키  코오로기 사토미  사카모토 마아야  나미카와 다이스케
1234,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2017-07-20,일본,547,333082,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 짱구는 못말려 : 습격!! 외계인 덩덩이%09&section=all&ie=utf8,8.68,  애니메이션  코미디    가족   일본 분     감독   하시모토 마사카즈 출연   박영남  양정화
1235,"당신, 거기 있어줄래요",홍지영,(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,2016-12-14,한국,767,1168625,판타지,12세이상관람가,"https://movie.naver.com/movie/search/result.nhn?query=당신, 거기 있어줄래요%09&section=all&ie=utf8",8.68,  판타지  드라마   한국 분     감독   홍지영 출연   김윤석  변요한  채서진
1236,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-04-13,미국,149,45484,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국%09&section=all&ie=utf8,8.69,  애니메이션  모험  가족  판타지  뮤지컬   미국 분     감독   제이미 밋첼 출연   아리엘 윈터  아미 카레로  제인 폰다
1237,슈퍼  배드,"피에르 꼬팽,크리스 리노드",일루미네이션 엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-09-16,미국,321,1043904,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=슈퍼  배드%09&section=all&ie=utf8,8.69,  애니메이션  모험  코미디   미국 분     감독   카일 발다  피에르 꼬팽 출연   스티브 카렐  트레이 파커  크리스틴 위그   코미디   미국 분     감독   그렉 모톨라 출연   조나 힐  마이클 세라  크리스토퍼 민츠 프래지   애니메이션  가족   미국 분     감독   피에르 꼬팽  크리스 리노드 출연   스티브 카렐  태연  서현  미란다 코스그로브  다나 가이어   애니메이션  코미디  가족   미국 분     감독   피에르 꼬팽  크리스 리노드 출연   스티브 카렐  미란다 코스그로브
1238,마다가스카의 펭귄,"에릭 다넬,사이몬 J.스미스",,씨제이이앤엠(주),씨제이이앤엠(주),2014-12-31,미국,615,1661230,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=마다가스카의 펭귄%09&section=all&ie=utf8,8.69,  애니메이션  모험  코미디  가족   미국 분     감독   에릭 다넬  사이몬  스미스 출연   베네딕트 컴버배치  존 말코비치  톰 맥그라스  크리스 밀러  크리스토퍼 나이츠  켄 정   애니메이션  코미디  가족     감독   브렛 할랜드 출연   닐 패트릭 해리스  제임스 패트릭 스튜어트   애니메이션   미국 분     감독   로버트 슐리  마크 맥코클   애니메이션  코미디  모험   미국 분     감독   게리 트러스데일
1239,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,미국,1057,3324861,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=슈퍼배드 3%09&section=all&ie=utf8,8.69,  애니메이션  모험  코미디   미국 분     감독   카일 발다  피에르 꼬팽 출연   스티브 카렐  트레이 파커  크리스틴 위그
1240,트롤,"마이크 미첼,월트 도른",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2017-02-16,미국,622,675966,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=트롤%09&section=all&ie=utf8,8.7,  애니메이션  모험  가족  판타지  뮤지컬   미국 분     감독   마이크 미첼  월트 도른 출연   안나 켄드릭  저스틴 팀버레이크  주이 디샤넬   공포   미국 분     감독   론 올리버 출연   로렌조 라마스  레아 케언스  시리 바룩  소냐 살로마  모니카 드레인   판타지  공포   미국 분     감독   존 칼 버에츨러 출연   노아 헤서웨이  마이클 모리어티  셸리 핵   애니메이션  판타지  가족   러시아 연방 분     감독   알렉세이 트시칠린 출연   벨라 손  샬토 코플리   애니메이션  가족  모험  코미디   미국 분     감독   그레이엄 애나블  안소니 스타치 출연   엘르 패닝  아이작 햄스터드 라이트  여   관련영화   데드라인  데이빗의엄마역  리틀 체니어  여   관련영화   디 엑스  법과 질서  남   관련영화   디어 딕테이터  촬영  염소들  촬영  파이트 포 유어 라이트 리비지티드  촬영  배역명   트롤 한국어 더빙영화명   눈의 여왕   감독   블라드 바르베  막심 스베시니코프  배역명   트롤 킹영화명   레이디 오브 네임스   감독   애덤 시오피  배역명   트롤 목소리영화명   헨젤과 그레텔   감독   게리  터니클리프  배역명   모스 더 트롤영화명   빨간 모자의 진실    감독   마이크 디사  배역명   윙크크로니트롤영화명   헬보이  골든 아미   감독   기예르모 델 토로
1241,명탐정 코난 : 수평선상의 음모,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2013-08-07,일본,316,389253,애니메이션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=명탐정 코난 : 수평선상의 음모%09&section=all&ie=utf8,8.7,  애니메이션   일본 분     감독   야마모토 야스이치로 출연   타카야마 미나미  야마자키 와카나
1242,잠베지아: 신비한 나무섬의 비밀,웨인 쏜리,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2012-12-25,남아프리카공화국,273,472692,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=잠베지아: 신비한 나무섬의 비밀%09&section=all&ie=utf8,8.71,  애니메이션  모험  코미디  가족   미국 분     감독   웨인 쏜리 출연   사무엘  잭슨  아비게일 브레스린  제프 골드브럼  레너드 니모이  제레미 슈어레즈
1243,데드풀,팀 밀러,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-02-17,미국,1036,3317196,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=데드풀%09&section=all&ie=utf8,8.71,  액션  모험  코미디     미국 분     감독   데이빗 레이치 출연   라이언 레이놀즈  모레나 바카린  조슈 브롤린  재지 비츠   액션   미국 분     감독   팀 밀러 출연   라이언 레이놀즈  배역명   웨이드 윌슨  데드풀영화명   엑스맨 탄생 울버린   감독   개빈 후드  배역명   웨이드 윌슨  데드풀영화명   데드풀   감독   팀 밀러  배역명   웨이드 윌슨  데드풀영화명   데드풀    감독   데이빗 레이치
1244,데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,미국,1576,3784636,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=데드풀 2%09&section=all&ie=utf8,8.71,  액션  모험  코미디     미국 분     감독   데이빗 레이치 출연   라이언 레이놀즈  모레나 바카린  조슈 브롤린  재지 비츠
1245,닥터 스트레인지,스콧 데릭슨,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-10-26,미국,1503,5446379,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=닥터 스트레인지%09&section=all&ie=utf8,8.71,  액션  모험  판타지   미국 분     감독   스콧 데릭슨 출연   베네딕트 컴버배치  틸다 스윈튼  치웨텔 에지오포  레이첼 맥아담스  매즈 미켈슨   코미디  드라마   영국 분     감독   스탠리 큐브릭 출연   피터 셀러스  조지  스콧   애니메이션  드라마  뮤지컬   미국 분     감독   낸시 앤드류스 출연   케빈 잭슨  제니퍼 프레디거  마이콜 브리아나 화이트   공포   프랑스  독일구 서독 분     감독   발레리안 보로브츠크  배역명   닥터 스트레인지영화명   닥터 스트레인지   감독   스콧 데릭슨  배역명   닥터 스트레인지영화명   토르 라그나로크   감독   타이카 와이티티  배역명   닥터 스트레인지  스티븐 스트레인지영화명   어벤져스 인피니티 워   감독   안소니 루소  조 루소
1246,송 포 유,폴 앤드류 윌리엄스,,(주)유이케이,(주)넥스트엔터테인먼트월드(NEW),2013-04-18,영국,317,216852,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=송 포 유%09&section=all&ie=utf8,8.71,  코미디  드라마   영국 분     감독   폴 앤드류 윌리엄스 출연   젬마 아터튼  바네사 레드그레이브  테렌스 스탬프   한국     출연   엄정화  이승철   한국     출연   강인  엠버  육성재   한국     출연   강인  엠버  공찬   다큐멘터리   미국 분     감독   케이스 메이트란드
