영화명,개봉일,스크린수,스크린점유율
커커시리: 마운틴 패트롤,,1,0.00 
탐욕의 제국,2014-03-06,1,0.00 
몽상가들,2005-03-25,1,0.00 
벨과 세바스찬,2014-03-20,1,0.00 
탐엣더팜,2014-05-22,1,0.00 
명량,2014-07-30,1,0.00 
신사협정,,1,0.00 
천국의 열쇠,,1,0.00 
은술잔,,1,0.00 
마타하리,,1,0.00 
런치박스,2014-04-10,1,0.00 
레미제라블,2012-12-19,1,0.00 
키다리 아저씨,,1,0.00 
진저와 프레드,,1,0.00 
실버라이닝 플레이북,2013-02-14,1,0.00 
비포 미드나잇,2013-05-22,1,0.00 
그레이트 뷰티,2014-06-12,1,0.00 
백설공주의 마지막 키스,2014-05-01,1,0.00 
나폴레옹과 데지레,,1,0.00 
연애의 온도,2013-03-21,1,0.00 
마스터,2013-07-11,1,0.00 
우아한 거짓말,2014-03-13,1,0.00 
트래픽,,1,0.00 
퍼레이드,,1,0.00 
인간중독,2014-05-14,1,0.00 
역린,2014-04-30,1,0.00 
60만번의 트라이,2014-09-18,1,0.00 
기동경찰 패트레이버,,1,0.00 
기동경찰 패트레이버 극장판 Vol. 2,,1,0.00 
쇼트피스,2014-04-17,1,0.00 
뉴욕의 선창,,1,0.00 
마지막 명령,,1,0.00 
미드나잇 인 파리,2012-07-05,1,0.00 
"가장 따뜻한 색, 블루",2014-01-16,1,0.00 
내 어머니의 인생,,1,0.00 
와즈다,2014-06-19,1,0.00 
미녀와 야수,2014-06-18,1,0.00 
마담 프루스트의 비밀정원,2014-07-24,1,0.00 
몬스터 대학교,2013-09-12,1,0.00 
다윗과 밧세바,,1,0.00 
키리시마가 동아리활동 그만둔대,2014-06-26,1,0.00 
24시간 파티하는 사람들,,1,0.00 
슬기로운 해법,2014-05-15,1,0.00 
인터스텔라,2014-11-06,1,0.00 
물망초,,1,0.00 
맨발의 백작부인,,1,0.00 
이반의 어린 시절,,1,0.00 
리틀 고비,2017-01-02,1,0.00 
이삭줍는 사람들과 나,,1,0.00 
작은 형,2016-11-30,1,0.00 
워터 프론트,,1,0.00 
여성 노동자 이야기,,1,0.00 
음모자들,2014-06-12,1,0.00 
레이드 2,2014-07-09,1,0.00 
벽 속의 여자,,1,0.00 
일본 곤충기,,1,0.00 
잉그리드 버그만의 유로파,,1,0.00 
비바 자파타,,1,0.00 
명탐정 코난 : 이차원의 저격수,2014-08-06,1,0.00 
라오스,,1,0.00 
야수는 죽어야 한다,,1,0.00 
부정한 여인,,1,0.00 
바바둑,2015-08-28,1,0.00 
버스정류장,,1,0.00 
희미한 곰별자리,,1,0.00 
하늘의 황금마차,2014-09-04,1,0.00 
숨겨진 계략,,1,0.00 
"1789, 바스티유의 연인들",2014-09-18,1,0.00 
분신사바-저주의 시작,2014-09-30,1,0.00 
크리스무스 이야기,,1,0.00 
고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,1,0.00 
내 마음의 고향,2014-11-27,1,0.00 
나의 첫번째 장례식,2014-09-11,1,0.00 
스팀보트 빌 주니어,,1,0.00 
뮤지컬 42번가,,1,0.00 
언제나 둘이서,,1,0.00 
툼스톤,2014-09-18,1,0.00 
네 아들,,1,0.00 
죽은 시인의 사회,1990-05-19,1,0.00 
족구왕,2014-08-21,1,0.00 
포크 촙 힐,,1,0.00 
아메리칸 셰프,2015-01-07,1,0.00 
뉘른베르크의 재판,,1,0.00 
교수목,,1,0.00 
그 노래를 기억하세요?,,1,0.00 
5일의 마중,2014-10-08,1,0.00 
애나벨,2014-10-02,1,0.00 
지미스 홀,2014-10-09,1,0.00 
황금시대,2014-10-16,1,0.00 
들꽃,2015-11-05,1,0.00 
일대일,2014-05-22,1,0.00 
마미,2014-12-18,1,0.00 
그라운드의 이방인,2015-03-19,1,0.00 
다이빙벨,2014-10-23,1,0.00 
마담 뺑덕,2014-10-02,1,0.00 
백발마녀전: 명월천국,2014-10-01,1,0.00 
안드레이 루블료프,,1,0.00 
차르 암살,,1,0.00 
한여름의 판타지아,2015-06-11,1,0.00 
소셜포비아,2015-03-12,1,0.00 
"러브, 로지",2014-12-10,1,0.00 
시소,2016-11-10,1,0.00 
"제자, 옥한흠",2014-10-30,1,0.00 
꾸뻬씨의 행복여행,2014-11-27,1,0.00 
커다란 희망,,1,0.00 
내일을 위한 시간,2015-01-01,1,0.00 
위로공단,2015-08-13,1,0.00 
아니키 보보,,1,0.00 
봄의 제전,,1,0.00 
과거와 현재,,1,0.00 
베닐드 혹은 성모,,1,0.00 
프란시스카,,1,0.00 
나의 경우,,1,0.00 
카니발,,1,0.00 
지배의 공허한 영광,,1,0.00 
절망의 날,,1,0.00 
아브라함 계곡,,1,0.00 
수도원,,1,0.00 
세계의 시초로의 여행,,1,0.00 
크리스토퍼 콜럼버스 : 수수께끼,,1,0.00 
금발 소녀의 기벽,,1,0.00 
게보와 그림자,,1,0.00 
눈의 여왕 2: 트롤의 마법거울,2014-12-24,1,0.00 
지휘자를 위한 1분,2014-12-04,1,0.00 
부니 베어: 롤라 구출 대모험,2014-11-20,1,0.00 
목숨,2014-12-04,1,0.00 
베르나데트의 노래,,1,0.00 
아나스타샤,,1,0.00 
작전명: 제트스톰,,1,0.00 
나의 사적인 여자친구,2015-01-08,1,0.00 
엘리제궁의 요리사,2015-03-19,1,0.00 
개를 훔치는 완벽한 방법,2014-12-31,1,0.00 
워터 디바이너,2015-01-28,1,0.00 
특별한 날,,1,0.00 
안녕 자두야 스페셜 : 인어공주,,1,0.00 
의적 일지매,,1,0.00 
빅 아이즈,2015-01-28,1,0.00 
비구니자매의비밀애,2017-08-29,1,0.00 
자랑과 정열,,1,0.00 
애정,,1,0.00 
안개 낀 부두,,1,0.00 
21번가의 살인자,,1,0.00 
미니언즈,2015-07-29,1,0.00 
아이 킬드 마이 마더,2015-01-15,1,0.00 
세비야의 이발사,2015-02-04,1,0.00 
검은 사제들,2015-11-05,1,0.00 
한공주,2014-04-17,1,0.00 
순수의 시대,2015-03-05,1,0.00 
장수상회,2015-04-09,1,0.00 
나이트 크롤러,2015-02-26,1,0.00 
서부의 사나이,,1,0.00 
쳐다보지 마라,,1,0.00 
다크 플레이스,2015-07-15,1,0.00 
최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,1,0.00 
"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,1,0.00 
폭스캐처,2015-02-05,1,0.00 
축제일,,1,0.00 
위대한 유산,,1,0.00 
심야식당,2015-06-18,1,0.00 
트레이서,2015-03-19,1,0.00 
쇼 피플,,1,0.00 
팻시,,1,0.00 
바람과 함께 사라지다,2012-08-08,1,0.00 
마지막 황제,1988-12-23,1,0.00 
들백합,,1,0.00 
더럽혀진 얼굴의 천사,,1,0.00 
권총왕,,1,0.00 
켈리의 영웅들,,1,0.00 
캘버리,,1,0.00 
윈체스터 73,,1,0.00 
알라모,,1,0.00 
챔피언,,1,0.00 
피나,2012-08-30,1,0.00 
군중,,1,0.00 
10분,2014-04-24,1,0.00 
7번방의 선물,2013-01-23,1,0.00 
잡식가족의 딜레마,2015-05-07,1,0.00 
철원기행,2016-04-21,1,0.00 
카트,2014-11-13,1,0.00 
바라바,,1,0.00 
인터메조,,1,0.00 
로슈포르의 숙녀들,,1,0.00 
잃어버린 주말,,1,0.00 
윈터 슬립,2015-05-07,1,0.00 
리벤지포르노 여배우지망생,2017-08-29,1,0.00 
검은 난초,,1,0.00 
출입 금지,,1,0.00 
후쿠시마의 미래,2015-04-09,1,0.00 
딜쿠샤,2016-11-24,1,0.00 
리틀 포레스트 2: 겨울과 봄,2015-05-14,1,0.00 
써커스,1990-05-05,1,0.00 
성실한 나라의 앨리스,2015-08-13,1,0.00 
벌거벗은 유년 시절,,1,0.00 
타이거 마운틴,2015-04-23,1,0.00 
다이빙벨: 진실은 침몰하지 않습니다,2015-04-16,1,0.00 
순교,2015-08-13,1,0.00 
사도,2015-09-16,1,0.00 
트립 투 이탈리아,2015-06-04,1,0.00 
청야,2013-12-26,1,0.00 
간신,2015-05-21,1,0.00 
조용한 가족,1998-04-25,1,0.00 
접속,1997-09-13,1,0.00 
야생마들,,1,0.00 
고진감래,,1,0.00 
은하,2017-01-24,1,0.00 
적도,2015-05-28,1,0.00 
세컨 찬스,2015-06-11,1,0.00 
라이드 : 나에게로의 여행,2015-07-16,1,0.00 
나폴리의 황금,,1,0.00 
어머니,,1,0.00 
살로메,,1,0.00 
쾌찬차,1985-01-01,1,0.00 
심야의 종소리,,1,0.00 
호스 머니,,1,0.00 
미스 줄리,2015-06-18,1,0.00 
라자르 선생님,2013-05-09,1,0.00 
천녀유혼,2011-05-12,1,0.00 
셜록 주니어,,1,0.00 
신임여교사 미숙한진로지도,2017-08-29,1,0.00 
창문 넘어 도망친 100세 노인,2014-06-18,1,0.00 
러덜리스,2015-07-09,1,0.00 
와룡선생 상경기,,1,0.00 
후궁탈출,2015-06-03,1,0.00 
숀더쉽,2015-08-13,1,0.00 
마더,2009-05-28,1,0.00 
지옥의 묵시록,1988-06-04,1,0.00 
은밀한 유혹,2015-06-04,1,0.00 
종이 달,2015-07-23,1,0.00 
어우동: 주인 없는 꽃 무삭제판,2015-06-24,1,0.00 
포도밭의 후계자,,1,0.00 
절대미각 사기단,,1,0.00 
슬로푸드 이야기,,1,0.00 
반짝이는 박수 소리,2015-04-23,1,0.00 
설행_눈길을 걷다,2016-03-03,1,0.00 
아이다,2015-07-01,1,0.00 
위대한 카루소,,1,0.00 
블러바드,2015-08-13,1,0.00 
명탐정 코난 : 화염의 해바라기,2015-08-05,1,0.00 
테슬라 프로젝트,,1,0.00 
마리 이야기: 손끝의 기적,2015-08-20,1,0.00 
거인,2014-11-13,1,0.00 
니가 필요해,,1,0.00 
그림자들의 섬,2016-08-25,1,0.00 
우리가 잃어버릴 청춘,,1,0.00 
암살,2015-07-22,1,0.00 
밀양 아리랑,2015-07-16,1,0.00 
하루,2015-08-06,1,0.00 
타이타닉의 최후,,1,0.00 
기인들,,1,0.00 
판도라,,1,0.00 
가자 항해자여,,1,0.00 
마이 플레이스,2014-01-30,1,0.00 
범전,,1,0.00 
에이미,2015-11-05,1,0.00 
러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,1,0.00 
더테너 리리코 스핀토 감독판,,1,0.00 
랜드필 하모니,,1,0.00 
왕초와 용가리,2016-09-08,1,0.00 
라스트 탱고,2015-12-31,1,0.00 
청춘쌍곡선,1956-04-10,1,0.00 
네브라스카,,1,0.00 
비단 구두 1,,1,0.00 
비단 구두 2,,1,0.00 
비단 구두 3,,1,0.00 
슬로우 웨스트,2015-10-08,1,0.00 
미워도 다시 한번,1968-07-16,1,0.00 
희랍인 조르바,,1,0.00 
미워도 다시 한번 2,,1,0.00 
미워도 다시 한번 3,1970-01-01,1,0.00 
비스마르크호를 격침하라,,1,0.00 
온리 유,2015-10-15,1,0.00 
우회,,1,0.00 
겨울여자,1977-09-27,1,0.00 
연산군,1962-01-01,1,0.00 
폭군 연산,,1,0.00 
토미,,1,0.00 
성춘향,1961-01-28,1,0.00 
빨간 마후라,,1,0.00 
러브 인 프로방스,2015-10-08,1,0.00 
나홀로 휴가,2016-09-22,1,0.00 
초인,2016-05-05,1,0.00 
진짜 진짜 잊지마,1976-02-14,1,0.00 
소녀와 여자,2016-06-16,1,0.00 
이 생명 다하도록,,1,0.00 
서울의 휴일,1956-11-21,1,0.00 
프리덤,2015-11-19,1,0.00 
왕자 호동,,1,0.00 
바보들의 행진,1975-05-31,1,0.00 
만추,1982-02-28,1,0.00 
양치기들,2016-06-02,1,0.00 
반금련,1981-03-13,1,0.00 
싱 오버 미,2015-09-24,1,0.00 
나쁜놈은 죽는다,2016-02-04,1,0.00 
만신,2014-03-06,1,0.00 
해안가로의 여행,,1,0.00 
돌아오지 않는 해병,,1,0.00 
스틸 플라워,2016-04-07,1,0.00 
길소뜸,1986-04-05,1,0.00 
검은 머리,,1,0.00 
마의 계단,,1,0.00 
그대와 영원히,1958-01-15,1,0.00 
물레방아,1966-11-10,1,0.00 
지옥화,1958-04-20,1,0.00 
울프 토템,,1,0.00 
위드,2017-01-19,1,0.00 
"안녕, 전우치! 도술로봇대결전",2015-10-08,1,0.00 
탠저린,2018-01-25,1,0.00 
코만체로스,,1,0.00 
아마데우스 감독판,2015-10-29,1,0.00 
이스턴 보이즈,,1,0.00 
박서방,1960-10-05,1,0.00 
맥베스,2015-12-03,1,0.00 
이조 여인잔혹사,1969-05-02,1,0.00 
삼등과장,,1,0.00 
한말풍운과 민충정공,,1,0.00 
007 골드핑거,,1,0.00 
스윗 프랑세즈,2015-12-03,1,0.00 
가름워즈: 마지막 예언자,2015-12-03,1,0.00 
나의 계곡은 푸르렀다,,1,0.00 
인목대비,,1,0.00 
구름은 흘러도,,1,0.00 
친구엄마,2015-11-12,1,0.00 
5인의 해병,,1,0.00 
12인의 하숙생,1979-01-16,1,0.00 
고향의 푸른 잔디,,1,0.00 
형제는 용감하였다,,1,0.00 
꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,1,0.00 
유스,2016-01-07,1,0.00 
이웃집에 신이 산다,2015-12-24,1,0.00 
도리를 찾아서,2016-07-06,1,0.00 
빅쇼트,2016-01-21,1,0.00 
미국의 암흑가,,1,0.00 
여사장,,1,0.00 
미망인,1955-12-10,1,0.00 
자객 섭은낭,2016-02-04,1,0.00 
45년 후,2016-05-05,1,0.00 
열일곱살의 버킷 리스트,,1,0.00 
박봉곤 가출사건,1996-09-21,1,0.00 
범죄의 여왕,2016-08-25,1,0.00 
사울의 아들,2016-02-25,1,0.00 
투란도트,2016-07-02,1,0.00 
마담 버터플라이,2016-09-03,1,0.00 
나우 유 씨 미 2,2016-07-13,1,0.00 
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,1,0.00 
프란시스 하,2014-07-17,1,0.00 
베이 오브 엔젤,,1,0.00 
언니는 말괄량이,,1,0.00 
촌색씨,,1,0.00 
처녀들의 저녁식사,1998-10-03,1,0.00 
가방을 든 여인,,1,0.00 
노 홈 무비,,1,0.00 
양귀비 : 왕조의 여인,2016-03-05,1,0.00 
미술관 옆 동물원,1998-12-19,1,0.00 
귀향,2016-02-24,1,0.00 
인정사정 볼 것 없다,1999-07-31,1,0.00 
센소,,1,0.00 
바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,1,0.00 
죽은 자의 제국,2016-02-25,1,0.00 
죽여주는 여자,2016-10-06,1,0.00 
굿바이 싱글,2016-06-29,1,0.00 
울보,2016-01-28,1,0.00 
니노치카,,1,0.00 
엽문3: 최후의 대결,2016-03-10,1,0.00 
소년 파르티잔,2016-03-10,1,0.00 
헝거,2016-03-17,1,0.00 
내가 버린 남자,1979-05-03,1,0.00 
부활,2016-03-17,1,0.00 
명탐정 코난: 순흑의 악몽,2016-08-03,1,0.00 
이름없는 자들의 이름,,1,0.00 
아노말리사,2016-03-30,1,0.00 
최악의 하루,2016-08-25,1,0.00 
마부,,1,0.00 
깊고 푸른 밤,1985-03-01,1,0.00 
신을 믿습니까?,2016-04-21,1,0.00 
산이 울다,2016-05-25,1,0.00 
우주의 크리스마스,2016-10-13,1,0.00 
계춘할망,2016-05-19,1,0.00 
아 백범 김구선생,,1,0.00 
매직브러시,2016-05-04,1,0.00 
글로리데이,2016-03-24,1,0.00 
일사각오,2016-03-17,1,0.00 
요노스케 이야기,2016-07-28,1,0.00 
극장판 프랭키와 친구들: 생명의 나무,2016-04-13,1,0.00 
즐거운 나의 집 101,,1,0.00 
416프로젝트 “망각과 기억”,,1,0.00 
로맨스 빠빠,1960-01-28,1,0.00 
사람이 산다,,1,0.00 
그녀들의 점심시간,,1,0.00 
고스트타운의 결투,,1,0.00 
가슴에 돋는 칼로 슬픔을 자르고,1992-11-07,1,0.00 
바탄의 전투,,1,0.00 
청춘은 밤이 없다,,1,0.00 
할매-서랍,,1,0.00 
대원군,,1,0.00 
바그다드 카페 : 디렉터스컷,2016-07-14,1,0.00 
물숨,2016-09-29,1,0.00 
운동회,2018-03-22,1,0.00 
오베라는 남자,2016-05-25,1,0.00 
다음 침공은 어디?,2016-09-08,1,0.00 
카르텔 랜드,,1,0.00 
하우 투 체인지 더 월드,,1,0.00 
깨어난 침묵,,1,0.00 
능욕당하는 여자,2017-08-03,1,0.00 
초흥분 여관 여주인,2017-08-03,1,0.00 
핵마피아,,1,0.00 
땅을 사라,,1,0.00 
나의 언덕이 푸르러질 때,,1,0.00 
칠수와 만수,1988-11-26,1,0.00 
철장을 열고,,1,0.00 
카이: 거울 호수의 전설,2016-08-17,1,0.00 
자개단추,,1,0.00 
알래스카의 혼,,1,0.00 
나타샤,1974-09-07,1,0.00 
레이싱 익스팅션,,1,0.00 
나의 소녀시대,2016-05-12,1,0.00 
본 투 비 블루,2016-06-09,1,0.00 
태풍이 지나가고,2016-07-27,1,0.00 
바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,1,0.00 
은행털이 할배와 나,2017-02-08,1,0.00 
제주 : 년의 춤,,1,0.00 
사망탑의 결전 디 오리지널,,1,0.00 
다가오는 것들,2016-09-29,1,0.00 
동급생,2016-05-19,1,0.00 
점프,,1,0.00 
300 스파르탄,,1,0.00 
맨발의 청춘,,1,0.00 
대괴수 용가리,1967-01-01,1,0.00 
우정어린 설복,,1,0.00 
유관순,,1,0.00 
이집트,,1,0.00 
사랑의 전주곡,,1,0.00 
노마: 뉴 노르딕 퀴진의 비밀,2016-07-28,1,0.00 
맥베드,,1,0.00 
황진이,1986-09-18,1,0.00 
커피에 빠지다,,1,0.00 
몽키킹2: 서유기 여정의 시작,2016-05-19,1,0.00 
버려진 것들의 요리법,,1,0.00 
성장,,1,0.00 
곡성,2016-05-12,1,0.00 
스플릿,2016-11-09,1,0.00 
부산행,2016-07-20,1,0.00 
드롭박스,2016-05-19,1,0.00 
베티블루 37.2 디오리지널,2016-07-28,1,0.00 
묻지마 사랑,2016-05-26,1,0.00 
데몰리션,2016-07-13,1,0.00 
대황원,,1,0.00 
세기말 하모니,,1,0.00 
사랑: 세 도시 이야기,2016-11-24,1,0.00 
호스트 네이션,,1,0.00 
백엔의 사랑,2016-06-16,1,0.00 
어둠의 자식들,1981-08-07,1,0.00 
달에 부는 바람,2016-05-26,1,0.00 
리틀 폭스,2016-06-23,1,0.00 
자유 결혼,1958-10-14,1,0.00 
검은 초상,,1,0.00 
에메랄드,,1,0.00 
우수,,1,0.00 
빅뱅 메이드,2016-06-30,1,0.00 
벤허,1972-09-07,1,0.00 
나의 산티아고,2016-07-14,1,0.00 
특별수사: 사형수의 편지,2016-06-16,1,0.00 
아이 인 더 스카이,2016-07-14,1,0.00 
썸머타임: 아름다운 계절,2016-06-23,1,0.00 
지금은맞고그때는틀리다,2015-09-24,1,0.00 
극장판 프리즘스톤 올스타 셀렉션,2016-07-07,1,0.00 
빅,2016-07-27,1,0.00 
잊을 수 없는 모정,,1,0.00 
인천상륙작전,2016-07-27,1,0.00 
"소년, 소녀를 만나다",,1,0.00 
파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016-08-17,1,0.00 
크리피: 일가족 연쇄 실종 사건,2016-08-18,1,0.00 
어떻게 헤어질까,2016-11-03,1,0.00 
을식이는 재수 없어,,1,0.00 
마포사는 황부자,,1,0.00 
제니의 초상,,1,0.00 
갈대,,1,0.00 
은하철도의 밤,,1,0.00 
달빛궁궐,2016-09-07,1,0.00 
트루스,2016-08-24,1,0.00 
일본패망하루전,2016-08-11,1,0.00 
장난감이 살아있다,2016-09-07,1,0.00 
플로렌스,2016-08-24,1,0.00 
더 시크릿,2016-09-08,1,0.00 
비틀스: 에잇 데이즈 어 위크 ? 투어링 이어즈,2016-10-19,1,0.00 
뚜르누예의 집,,1,0.00 
엘비스와 대통령,2016-11-30,1,0.00 
브라바도스,,1,0.00 
4등,2016-04-13,1,0.00 
걸즈 앤 판처 극장판,2016-08-25,1,0.00 
스킵트레이스: 합동수사,2016-08-31,1,0.00 
결사대작전,1969-09-03,1,0.00 
죽은 자와 산 자,,1,0.00 
터널,2016-08-10,1,0.00 
멧돼지 사냥,,1,0.00 
천에 오십 반지하,,1,0.00 
베트남 잊기,,1,0.00 
부서진 기억들,,1,0.00 
그림자 속에서,,1,0.00 
바후루피야,,1,0.00 
브라더스,,1,0.00 
100억의 식탁,,1,0.00 
인투 더 나잇,2018-03-29,1,0.00 
시간의 종말,2016-11-03,1,0.00 
싸이코,,1,0.00 
벤허,2016-09-14,1,0.00 
노다지,,1,0.00 
낯선 집,2016-09-08,1,0.00 
하얀 까마귀,,1,0.00 
바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,1,0.00 
카페 소사이어티,2016-09-14,1,0.00 
아내업고 달리기,2016-11-10,1,0.00 
국가대표 2,2016-08-10,1,0.00 
애정중독,2017-01-24,1,0.00 
봉신연의: 영웅의 귀환,2016-09-22,1,0.00 
위풍당당 질리 홉킨스,2016-10-26,1,0.00 
태평륜 피안,2016-09-22,1,0.00 
설리: 허드슨강의 기적,2016-09-28,1,0.00 
어두워질 때까지,,1,0.00 
아이 엠 어 히어로,2016-09-21,1,0.00 
이태원,,1,0.00 
안도 타다오,,1,0.00 
옥주기행,,1,0.00 
촌구석,,1,0.00 
가현이들,,1,0.00 
할머니의 먼 집,2016-09-29,1,0.00 
오르다+유렉,,1,0.00 
파노스와 요르고스 그리고 당나귀,2017-02-11,1,0.00 
소중한 순간들+고독한 승리,,1,0.00 
크로거 산장+호랑이 그리기,,1,0.00 
알피니스트,,1,0.00 
미행+남극의 여름,,1,0.00 
제1회 울주세계산악영화제 우리들의 영화,,1,0.00 
백설공주 : 사라진 아빠를 찾아서,2016-09-29,1,0.00 
닥터 스트레인지,2016-10-26,1,0.00 
어느 독일인의 삶,,1,0.00 
사랑의 덫,,1,0.00 
세계가 충돌할 때,,1,0.00 
붉은 옷,,1,0.00 
비터 머니,,1,0.00 
카메라를 든 사람,,1,0.00 
클로드 란즈만: 쇼아의 유령,,1,0.00 
쌀의 노래,,1,0.00 
옥보단,1995-09-23,1,0.00 
극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,1,0.00 
뮤즈의 아카데미,,1,0.00 
누에치던 방,2018-01-31,1,0.00 
그 날,,1,0.00 
용왕궁의 기억,,1,0.00 
난잎으로 칼을 얻다,,1,0.00 
진홍의 도적,,1,0.00 
립반윙클의 신부: 스페셜 에디션,2016-10-13,1,0.00 
미행,,1,0.00 
시 읽는 시간,,1,0.00 
옆집,,1,0.00 
선생님의 일기,2016-11-02,1,0.00 
스페셜 애니,,1,0.00 
폴리티컬 애니멀,,1,0.00 
"쇼와, 한 낮의 은밀한 외출",2017-02-01,1,0.00 
슬롯머신: 하나씩 벗기기,2017-02-01,1,0.00 
섹스와 파칭코,2017-02-10,1,0.00 
아수라,2016-09-28,1,0.00 
럭키,2016-10-13,1,0.00 
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,1,0.00 
아프리칸 닥터,2016-11-03,1,0.00 
찬란함의 무덤,,1,0.00 
광인,,1,0.00 
파리 05:59,,1,0.00 
스테잉 버티컬,,1,0.00 
려행,,1,0.00 
세상에서 고양이가 사라진다면,2016-11-09,1,0.00 
군중낙원,,1,0.00 
가려진 시간,2016-11-16,1,0.00 
미스 푸줏간,2017-07-11,1,0.00 
감바의 대모험,2016-11-10,1,0.00 
춘몽,2016-10-13,1,0.00 
"춘천, 춘천",,1,0.00 
아더왕의 전설,2016-11-09,1,0.00 
아가씨,2016-06-01,1,0.00 
멜라니: 인류의 마지막 희망인 소녀,,1,0.00 
리브 어게인,2018-04-26,1,0.00 
비밀은 없다,2016-06-23,1,0.00 
카페 6,2016-11-16,1,0.00 
밀정,2016-09-07,1,0.00 
덕혜옹주,2016-08-03,1,0.00 
그물,2016-10-06,1,0.00 
워킹 스트리트,2016-11-17,1,0.00 
사샤의 북극 대모험,,1,0.00 
아메리칸 플레이보이,1985-06-22,1,0.00 
오드볼,,1,0.00 
거울,,1,0.00 
슬랙 베이: 바닷가 마을의 비밀,2018-04-05,1,0.00 
어린 아내,2016-11-18,1,0.00 
랩소디,,1,0.00 
목숨 건 연애,2016-12-14,1,0.00 
호랑이 그리기,,1,0.00 
여행,,1,0.00 
홍콩은 언제나 내일,,1,0.00 
네 명의 청춘들,,1,0.00 
아웃레이지 비욘드,,1,0.00 
그 남자 흉폭하다,,1,0.00 
떠나간 여인,,1,0.00 
미씽: 사라진 여자,2016-11-30,1,0.00 
방문 혹은 기억과 고백,,1,0.00 
조류학자의 은밀한 모험,,1,0.00 
개그맨,1989-06-24,1,0.00 
친구애인,2016-12-12,1,0.00 
이창,,1,0.00 
내일,2018-04-05,1,0.00 
젊은 형수,2017-01-17,1,0.00 
아이돌 섹스 스캔들 2,2016-12-08,1,0.00 
오오단편극장-연애의 문을 여네,,1,0.00 
더 킹 오브 엠파이어,2017-01-12,1,0.00 
야근 대신 뜨개질,2016-11-17,1,0.00 
파리의 지붕 밑,,1,0.00 
백만장자,,1,0.00 
파리 축제,,1,0.00 
나는 마녀와 결혼했다,,1,0.00 
침묵은 금,,1,0.00 
뷰티 오브 더 데블,,1,0.00 
라일락의 문,,1,0.00 
알롱상팡,,1,0.00 
진실,,1,0.00 
토도모도,,1,0.00 
검은 눈동자,,1,0.00 
모두 잘 지내고 있다오,,1,0.00 
더 정글,2017-01-11,1,0.00 
색시공...주홍글씨의 비밀,2017-08-24,1,0.00 
야한 목소리-쏠리네,2017-02-16,1,0.00 
도망자 2016,2017-01-05,1,0.00 
6년간의 의혹,,1,0.00 
풍운의 젠다성,,1,0.00 
탈파 주둔병,,1,0.00 
엑소시즘 2017,2017-01-02,1,0.00 
그렌델,2017-12-01,1,0.00 
둠스데이: 지구 최후의 전쟁,2017-01-19,1,0.00 
불륜백서: 아내와 택배기사,2017-01-04,1,0.00 
어느 여죄수의 비밀정사,2017-01-04,1,0.00 
