영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국관객수,장르,등급
걸즈 앤 판처 극장판,미즈시마 츠토무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2016-08-25,일본,57,28121,애니메이션,12세이상관람가
극장판 암살교실 : 365일의 시간,키시 세이지,,애니맥스 브로드캐스팅 코리아 ,(주)박수엔터테인먼트,2017-03-23,일본,98,28364,애니메이션,12세이상관람가
데스노트: 더 뉴 월드,사토 신스케,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-29,일본,309,28723,범죄,15세이상관람가
극장판 나루토 질풍전: 로드 투 닌자,하야토 다테,,애니박스 엔터테인먼트,씨너스엔터테인먼트(주),2013-02-21,일본,72,30117,애니메이션,전체관람가
극장판 유희왕 더 다크 사이드 오브 디멘션즈,쿠와바라 사토시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-06-09,일본,210,31805,애니메이션,전체관람가
령 : 저주받은 사진,아사토 마리,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2015-06-04,일본,253,35984,공포(호러),15세이상관람가
극장판 썬더일레븐 GO VS 골판지 전사 W,미야오 요시카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2013-06-05,일본,99,36492,애니메이션,전체관람가
폭풍우 치는 밤에: 비밀 친구,아미노 테츠로,,(주)머스트씨무비,(주)마인스 엔터테인먼트,2013-05-01,일본,231,37112,애니메이션,전체관람가
하이큐!! 승자와 패자,미츠나카 스스무,,(주)에이원엔터테인먼트,"(주)이수C&E,(주)팝엔터테인먼트",2016-12-28,일본,103,37329,애니메이션,12세이상관람가
흑집사 -북 오브 더 아틀란틱-,아베 노리유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-04-13,일본,94,37954,애니메이션,15세이상관람가
하이큐!! 재능과 센스,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)이수C&E,2017-11-15,일본,105,43221,애니메이션,12세이상관람가
드래곤볼Z : 신들의 전쟁,호소다 마사히로,"도에이 애니메이션 컴퍼니,후지 TV","팔레드시네마(주),(주)씨씨에스미디어",(주)인벤트스톤,2013-08-29,일본,262,44231,애니메이션,전체관람가
밀림의 왕자 레오2,타케우치 요시오,,에이원엔터테인먼트,에이원엔터테인먼트,2012-11-08,일본,159,44988,애니메이션,전체관람가
별을 쫓는 아이,신카이 마코토,,"에이원엔터테인먼트,(주)박수엔터테인먼트","(주)박수엔터테인먼트,에이원엔터테인먼트",2011-08-25,일본,139,52159,애니메이션,전체관람가
돌아온 파워레인저 미라클포스,나가이시 다카오,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,일본,235,56420,액션,전체관람가
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,모리와키 마코토,,동우에이앤이(주),(주)박수엔터테인먼트,2017-12-28,일본,191,56539,애니메이션,전체관람가
고 녀석 맛나겠다,후지모리 마사야,,(주)미디어캐슬,(주)화앤담이엔티,2011-07-07,일본,124,59374,애니메이션,전체관람가
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,,SMG 홀딩스 ,"(주)이수C&E,(주)에이원엔터테인먼트",2017-12-14,일본,207,59375,애니메이션,전체관람가
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,일본,183,59611,액션,전체관람가
극장판 아따맘마3D : 엄마는 초능력자,다카하시 와타루,,,씨너스엔터테인먼트(주),2011-09-08,일본,123,60154,애니메이션,전체관람가
극장판 유희왕 : 시공을 초월한 우정,타케시타 켄이치,,대원미디어(주),대원미디어(주),2011-02-24,일본,103,60371,애니메이션,전체관람가
주온: 더 파이널,오치아이 마사유키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-10-01,일본,318,60981,공포(호러),15세이상관람가
에반게리온: Q,안노 히데아키,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",2013-04-25,일본,59,61423,애니메이션,15세이상관람가
기생수 파트2,야마자키 타카시,,판씨네마(주),판씨네마(주),2015-05-07,일본,260,62071,SF,청소년관람불가
극장판 쿠로코의 농구 라스트 게임,타다 슌스케,,(주)애니플러스,(주)박수엔터테인먼트,2017-04-27,일본,96,62393,애니메이션,12세이상관람가
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-11-03,일본,406,63820,액션,전체관람가
보루토 - 나루토 더 무비,야마시타 히로유키,,애니박스 엔터테인먼트,와이드 릴리즈(주),2015-12-10,일본,219,64159,애니메이션,12세이상관람가
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,타케모토 노보루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-11-09,일본,370,65895,액션,전체관람가
골든 슬럼버,나카무라 요시히로,"씨제이엔터테인먼트,Dub",씨제이엔터테인먼트,씨제이엔터테인먼트,2010-08-26,일본,139,66224,스릴러,12세이상관람가
아이엠스타 뮤직어워드,와타다 신야,,씨제이이앤엠(주),씨제이이앤엠(주),2016-09-14,일본,358,67027,애니메이션,전체관람가
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,스기시마 쿠니히사,,애니박스 엔터테인먼트,(주)미디어데이,2011-01-05,일본,120,70051,애니메이션,전체관람가
극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-12-21,일본,282,70350,애니메이션,전체관람가
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코,,(주)포켓몬코리아,(주)포켓몬코리아,2014-08-13,일본,123,74346,애니메이션,전체관람가
하이큐!! 끝과 시작,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2016-11-16,일본,130,75704,애니메이션,12세이상관람가
노다메 칸타빌레 Vol.1 ,타케우치 히데키,시네 바자,"(주)미로비젼,아뮤즈코리아(주)","(주)미로비젼,아뮤즈코리아(주)",2010-09-09,일본,26,77074,코미디,전체관람가
꿀벌 하치의 대모험,아미노 테츠로,,에이원엔터테인먼트,"(주)박수엔터테인먼트,에이원엔터테인먼트",2011-01-13,일본,141,79625,애니메이션,전체관람가
아따맘마 - 극장판,야스미 테츠오,,(주)온미디어,에이원엔터테인먼트,2011-02-17,일본,90,81352,애니메이션,전체관람가
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,일본,301,83289,애니메이션,전체관람가
극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,,씨제이이앤엠(주),에이원엔터테인먼트,2012-05-24,일본,243,84255,애니메이션,전체관람가
원피스 극장판 Z,나가미네 타츠야,,씨제이이앤엠(주),씨제이이앤엠(주),2013-03-21,일본,267,93239,애니메이션,전체관람가
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,와타나베 카츠야,,대원미디어(주),"(주)스마일이엔티,(주)영화사오원",2015-11-26,일본,344,100054,액션,전체관람가
킹 오브 프리즘,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,2016-08-11,일본,53,103852,애니메이션,12세이상관람가
바람이 분다,미야자키 하야오,스튜디오 지브리,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-09-05,일본,288,105650,애니메이션,전체관람가
베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,,(주)영실업,씨제이이앤엠(주),2017-06-01,일본,198,108896,애니메이션,전체관람가
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전 ,타케모토 노보루,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-12-13,일본,229,110771,애니메이션,전체관람가
극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,,대원미디어(주),(주)와우픽쳐스,2015-09-17,일본,351,113404,애니메이션,전체관람가
케로로 더 무비 5: 기적의 사차원섬,"사토 준이치,야마구치 스스무",선라이즈 필름,투니버스(주)온미디어,투니버스(주)온미디어,2010-04-29,일본,75,116992,애니메이션,전체관람가
극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,,(주)애니플러스,(주)박수엔터테인먼트,2017-02-23,일본,124,117401,애니메이션,12세이상관람가
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-01-25,일본,334,119197,애니메이션,전체관람가
킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,2017-06-10,일본,92,119398,애니메이션,15세이상관람가
극장판 도라에몽: 진구의 비밀도구 박물관,테라모토 유키요,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-07-25,일본,239,122172,애니메이션,전체관람가
사다코 3D : 죽음의 동영상,하나부사 츠토무,,오퍼스픽쳐스,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-06-14,일본,262,122382,공포(호러),15세이상관람가
러브 라이브! 더 스쿨 아이돌 무비,쿄고쿠 타카히코,,(주)애니플러스,(주)박수엔터테인먼트,2015-09-03,일본,66,122574,애니메이션,전체관람가
썬더일레븐 극장판 : 최강군단 오우거의 습격,미야오 요시카즈,,애니박스 엔터테인먼트,(주)미디어데이,2011-05-05,일본,166,123363,애니메이션,전체관람가
명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2017-02-08,일본,215,128472,애니메이션,12세이상관람가
유희왕,츠지 하츠키,"포키즈엔터테인먼트,스튜디오 갸룹,TV 토쿄,니콘 광고 시스템 (NAS),토호 컴퍼니",대원씨앤에이홀딩스,에이원엔터테인먼트,2010-01-28,일본,64,134754,애니메이션,전체관람가
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,,씨제이이앤엠(주),씨제이이앤엠(주),2017-09-07,일본,232,137052,애니메이션,전체관람가
극장판파워레인저 엔진포스VS 와일드스피릿,모로타 사토시,,대원미디어(주),씨제이엔터테인먼트,2010-01-07,일본,125,137690,SF,전체관람가
극장판 도라에몽: 진구와 철인군단 날아라 천사들,테라모토 유키요,,대원미디어(주),에이원엔터테인먼트,2011-07-28,일본,154,138277,애니메이션,전체관람가
극장판 아이엠스타 : 꿈의 오디션!,키무라 류이치,,씨제이이앤엠(주),씨제이이앤엠(주),2016-02-11,일본,254,141025,애니메이션,전체관람가
원피스 극장판: 스트롱 월드,사카이 무네히사,도에이 애니메이션 컴퍼니,투니버스(주)온미디어,투니버스(주)온미디어,2010-02-11,일본,76,145751,애니메이션,전체관람가
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,다카하시 와타루,,대원미디어(주),(주)이수C&E,2015-04-23,일본,372,150226,애니메이션,전체관람가
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,쿠스바 고조,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-07-25,일본,184,165640,애니메이션,전체관람가
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,야쿠와 신노스케,,대원미디어(주),(주)이수C&E,2014-09-04,일본,277,166092,애니메이션,전체관람가
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-08-10,일본,351,166252,애니메이션,전체관람가
명탐정 코난:은빛 날개의 마술사,야마모토 야스이치로,,얼리버드,씨제이이앤엠(주),2013-01-24,일본,139,176483,애니메이션,전체관람가
명탐정 코난 : 탐정들의 진혼가 ,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2014-02-13,일본,294,182668,애니메이션,12세이상관람가
기생수 파트1,야마자키 타카시,,판씨네마(주),판씨네마(주),2015-02-26,일본,247,186184,스릴러,청소년관람불가
코쿠리코 언덕에서,미야자키 고로,,대원미디어(주),씨제이이앤엠(주),2011-09-29,일본,227,197408,애니메이션,12세이상관람가
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,하시모토 마사카즈,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-01-07,일본,350,202538,애니메이션,전체관람가
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",사카모토 코이치,,대원미디어(주),(주)이수C&E,2014-10-02,일본,363,212368,액션,전체관람가
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",,씨제이이앤엠(주),씨제이이앤엠(주),2017-09-27,일본,486,215203,애니메이션,전체관람가
루돌프와 많이있어,"유야마 쿠니히코,사카키바라 모토노리",,씨제이이앤엠(주),씨제이이앤엠(주),2016-12-28,일본,375,215993,애니메이션,전체관람가
원피스 필름 골드,미야모토 히로아키,,씨제이이앤엠(주),씨제이이앤엠(주),2016-12-08,일본,445,216861,애니메이션,12세이상관람가
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,마스이 소이치,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-04-25,일본,290,217320,애니메이션,전체관람가
괴물의 아이,호소다 마모루,,(주)얼리버드픽쳐스,"CGV아트하우스,(주)리틀빅픽쳐스",2015-11-25,일본,363,224849,애니메이션,12세이상관람가
극장판 루팡 3세 VS 명탐정 코난,카메가키 하지메,,씨제이이앤엠(주),씨제이이앤엠(주),2014-05-29,일본,327,225842,애니메이션,12세이상관람가
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,유야마 쿠니히코,,(주)포켓몬코리아,롯데쇼핑㈜롯데엔터테인먼트,2015-01-14,일본,360,233347,애니메이션,전체관람가
명탐정 코난:감벽의 관,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2018-02-14,일본,487,242166,애니메이션,12세이상관람가
